580774	1	a	bir	artikel	I'm a man.	Ben bir erkeğim.	https://audio.tatoeba.org/sentences/eng/580774.mp3	[sound:580774.mp3]
6532423	11	by	-e kadar	belirli bir zamana kadar	Be here by 2:30.	2.30'a kadar burada ol.	https://audio.tatoeba.org/sentences/eng/6532423.mp3	[sound:6532423.mp3]
774825	12	can	-bil		I can fly.	Uçabilirim.	https://audio.tatoeba.org/sentences/eng/774825.mp3	[sound:774825.mp3]
1173661	12	can	-bil		I can run.	Koşabilirim.	https://audio.tatoeba.org/sentences/eng/1173661.mp3	[sound:1173661.mp3]
6274935	12	can	-bil		I can't come.	Ben gelemem.	https://audio.tatoeba.org/sentences/eng/6274935.mp3	[sound:6274935.mp3]
1951439	12	can	-bil		I can't cook.	Yemek pişiremem.	https://audio.tatoeba.org/sentences/eng/1951439.mp3	[sound:1951439.mp3]
1023210	12	can	-bil		That can't be.	O, olamaz.	https://audio.tatoeba.org/sentences/eng/1023210.mp3	[sound:1023210.mp3]
2798328	12	can	-bil		Do what you can.	Elinden geleni yap. / Ne yapabilirsen yap.	https://audio.tatoeba.org/sentences/eng/2798328.mp3	[sound:2798328.mp3]
2301253	12	can	-bil		I can help them.	Onlara yardım edebilirim.	https://audio.tatoeba.org/sentences/eng/2301253.mp3	[sound:2301253.mp3]
5828685	13	come	gelmek		I'll come.	Geleceğim.	https://audio.tatoeba.org/sentences/eng/5828685.mp3	[sound:5828685.mp3]
1495915	13	come	gelmek		Did Tom come?	Tom geldi mi?	https://audio.tatoeba.org/sentences/eng/1495915.mp3	[sound:1495915.mp3]
427920	13	come	gelmek		Can I come in?	Girebilir miyim. / İçeri gelebilir miyim?	https://audio.tatoeba.org/sentences/eng/427920.mp3	[sound:427920.mp3]
2243252	13	come	gelmek		They may come.	Onlar gelebilirler.	https://audio.tatoeba.org/sentences/eng/2243252.mp3	[sound:2243252.mp3]
5851782	13	come	gelmek		I may not come.	Gelmeyebilirim.	https://audio.tatoeba.org/sentences/eng/5851782.mp3	[sound:5851782.mp3]
1682052	13	come	gelmek		I cannot come next week.	Önümüzdeki hafta gelemem.	https://audio.tatoeba.org/sentences/eng/1682052.mp3	[sound:1682052.mp3]
3735286	13	come	gelmek		Let me come, too.	Ben de geleyim.	https://audio.tatoeba.org/sentences/eng/3735286.mp3	[sound:3735286.mp3]
2245661	14	could	-bil; -bilirdi; -bildi		I could try.	Deneyebildim.	https://audio.tatoeba.org/sentences/eng/2245661.mp3	[sound:2245661.mp3]
1636087	14	could	-bil; -bilirdi; -bildi		He could die.	Ölebilirdi.	https://audio.tatoeba.org/sentences/eng/1636087.mp3	[sound:1636087.mp3]
2245659	14	could	-bil; -bilirdi; -bildi		I could help.	Yardım edebildim.	https://audio.tatoeba.org/sentences/eng/2245659.mp3	[sound:2245659.mp3]
2245662	14	could	-bil; -bilirdi; -bildi		I could walk.	Yürüyebiliyordum.	https://audio.tatoeba.org/sentences/eng/2245662.mp3	[sound:2245662.mp3]
2308081	14	could	-bil; -bilirdi; -bildi		I could do that.	Onu yapabilirim.	https://audio.tatoeba.org/sentences/eng/2308081.mp3	[sound:2308081.mp3]
3722996	14	could	-bil; -bilirdi; -bildi		I could use one.	Ben bir tane kullanabildim.	https://audio.tatoeba.org/sentences/eng/3722996.mp3	[sound:3722996.mp3]
2250099	14	could	-bil; -bilirdi; -bildi		That could work.	O işe yarayabilir.	https://audio.tatoeba.org/sentences/eng/2250099.mp3	[sound:2250099.mp3]
2561173	14	could	-bil; -bilirdi; -bildi		What could I do?	Ne yapabilirim?	https://audio.tatoeba.org/sentences/eng/2561173.mp3	[sound:2561173.mp3]
2254710	14	could	-bil; -bilirdi; -bildi		Who could forget?	Kim unutabildi?	https://audio.tatoeba.org/sentences/eng/2254710.mp3	[sound:2254710.mp3]
3151553	15	day	gün		Give me a day.	Bana bir gün ver.	https://audio.tatoeba.org/sentences/eng/3151553.mp3	[sound:3151553.mp3]
2163054	15	day	gün		Enjoy your day.	Günün tadını çıkar.	https://audio.tatoeba.org/sentences/eng/2163054.mp3	[sound:2163054.mp3]
5682372	15	day	gün		I work all day.	Bütün gün çalışıyorum.	https://audio.tatoeba.org/sentences/eng/5682372.mp3	[sound:5682372.mp3]
2259827	15	day	gün		What a hot day!	Ne sıcak bir gün!	https://audio.tatoeba.org/sentences/eng/2259827.mp3	[sound:2259827.mp3]
3326719	15	day	gün		Have a good day.	İyi günler.	https://audio.tatoeba.org/sentences/eng/3326719.mp3	[sound:3326719.mp3]
5850604	15	day	gün		I had a bad day.	Kötü bir gün geçirdim.	https://audio.tatoeba.org/sentences/eng/5850604.mp3	[sound:5850604.mp3]
261849	15	day	gün		I run every day.	Her gün koşarım.	https://audio.tatoeba.org/sentences/eng/261849.mp3	[sound:261849.mp3]
4401053	15	day	gün		I slept all day.	Bütün gün uyudum.	https://audio.tatoeba.org/sentences/eng/4401053.mp3	[sound:4401053.mp3]
2571096	15	day	gün		It's not my day.	Bugün benim günüm değil.	https://audio.tatoeba.org/sentences/eng/2571096.mp3	[sound:2571096.mp3]
1652328	15	day	gün	deyim	You made my day.	Beni sevindirdin.	https://audio.tatoeba.org/sentences/eng/1652328.mp3	[sound:1652328.mp3]
953356	15	day	gün		How was your day?	Günün nasıl geçti?	https://audio.tatoeba.org/sentences/eng/953356.mp3	[sound:953356.mp3]
2331590	15	day	gün		I had a hard day.	Zor bir gün geçirdim.	https://audio.tatoeba.org/sentences/eng/2331590.mp3	[sound:2331590.mp3]
1062299	15	day	gün	day off: izin günü	I need a day off.	Benim bir gün izne ihtiyacım var.	https://audio.tatoeba.org/sentences/eng/1062299.mp3	[sound:1062299.mp3]
1887924	15	day	gün	I was in: içerideydim	I was in all day.	Bütün gün evdeydim.	https://audio.tatoeba.org/sentences/eng/1887924.mp3	[sound:1887924.mp3]
433663	15	day	gün	clear: hava açık anlamında	It's a clear day.	Bu açık bir gün.	https://audio.tatoeba.org/sentences/eng/433663.mp3	[sound:433663.mp3]
5000006	15	day	gün		We had a fun day.	Biz eğlenceli bir gün geçirdik.	https://audio.tatoeba.org/sentences/eng/5000006.mp3	[sound:5000006.mp3]
327373	15	day	gün		I was out all day.	Ben bütün gün dışardaydım.	https://audio.tatoeba.org/sentences/eng/327373.mp3	[sound:327373.mp3]
2464841	15	day	gün		There's a day left.	Bir gün kaldı.	https://audio.tatoeba.org/sentences/eng/2464841.mp3	[sound:2464841.mp3]
6196261	16	do	yapmak		I do that.	Ben bunu yaparım.	https://audio.tatoeba.org/sentences/eng/6196261.mp3	[sound:6196261.mp3]
433474	16	do	yapmak		I'll do it.	Ben onu yapacağım.	https://audio.tatoeba.org/sentences/eng/433474.mp3	[sound:433474.mp3]
431271	16	do	yapmak		Just do it.	Yap onu.	https://audio.tatoeba.org/sentences/eng/431271.mp3	[sound:431271.mp3]
1110626	16	do	yapmak		Don't do it!	Onu yapma.	https://audio.tatoeba.org/sentences/eng/1110626.mp3	[sound:1110626.mp3]
5828935	16	do	yapmak		I did do it.	Ben onu yaptım.	https://audio.tatoeba.org/sentences/eng/5828935.mp3	[sound:5828935.mp3]
6358694	16	do	yapmak	would ile	I'd do that.	Ben bunu yapardım.	https://audio.tatoeba.org/sentences/eng/6358694.mp3	[sound:6358694.mp3]
1115731	16	do	yapmak		Let's do it!	Hadi yapalım!	https://audio.tatoeba.org/sentences/eng/1115731.mp3	[sound:1115731.mp3]
2549796	16	do	yapmak		Can we do it?	Bunu yapabilir miyiz?	https://audio.tatoeba.org/sentences/eng/2549796.mp3	[sound:2549796.mp3]
43101	16	do	yapmak		I do want it.	Onu istiyorum.	https://audio.tatoeba.org/sentences/eng/43101.mp3	[sound:43101.mp3]
5186093	16	do	yapmak		I must do that.	Bunu yapmak zorundayım.	https://audio.tatoeba.org/sentences/eng/5186093.mp3	[sound:5186093.mp3]
249700	16	do	yapmak		Let me do it.	Onu yapmama izin ver.	https://audio.tatoeba.org/sentences/eng/249700.mp3	[sound:249700.mp3]
2453991	16	do	yapmak		We all do it.	Hepimiz onu yaparız.	https://audio.tatoeba.org/sentences/eng/2453991.mp3	[sound:2453991.mp3]
5840511	16	do	yapmak	could ile	I could do it.	Onu yapabilirdim.	https://audio.tatoeba.org/sentences/eng/5840511.mp3	[sound:5840511.mp3]
5902785	16	do	yapmak	may ile	I may do that.	Onu yapabilirim.	https://audio.tatoeba.org/sentences/eng/5902785.mp3	[sound:5902785.mp3]
6196231	16	do	yapmak		Never do that.	Bunu asla yapma.	https://audio.tatoeba.org/sentences/eng/6196231.mp3	[sound:6196231.mp3]
2649149	16	do	yapmak		How do we look?	Biz nasıl görünüyoruz?	https://audio.tatoeba.org/sentences/eng/2649149.mp3	[sound:2649149.mp3]
2331777	16	do	yapmak		I had to do it.	Onu yapmak zorunda kaldım.	https://audio.tatoeba.org/sentences/eng/2331777.mp3	[sound:2331777.mp3]
5366319	16	do	yapmak		I should do it.	Bunu yapmalıyım.	https://audio.tatoeba.org/sentences/eng/5366319.mp3	[sound:5366319.mp3]
2271706	16	do	yapmak		I didn't do much.	Çok fazla yapmadım.	https://audio.tatoeba.org/sentences/eng/2271706.mp3	[sound:2271706.mp3]
1723714	16	do	yapmak		He made me do it.	Onu bana yaptırdı.	https://audio.tatoeba.org/sentences/eng/1723714.mp3	[sound:1723714.mp3]
2291827	16	do	yapmak		I always do that.	Onu her zaman yaparım.	https://audio.tatoeba.org/sentences/eng/2291827.mp3	[sound:2291827.mp3]
2308212	16	do	yapmak		I couldn't do it.	Onu yapamadım.	https://audio.tatoeba.org/sentences/eng/2308212.mp3	[sound:2308212.mp3]
5858701	16	do	yapmak		I had work to do.	Yapacak işim vardı.	https://audio.tatoeba.org/sentences/eng/5858701.mp3	[sound:5858701.mp3]
2405852	16	do	yapmak		I said I'd do it.	Onu yapacağımı söyledim.	https://audio.tatoeba.org/sentences/eng/2405852.mp3	[sound:2405852.mp3]
5858997	16	do	yapmak		I tried to do it.	Bunu yapmaya çalıştım.	https://audio.tatoeba.org/sentences/eng/5858997.mp3	[sound:5858997.mp3]
3312738	16	do	yapmak		We can't do this.	Bunu yapamayız.	https://audio.tatoeba.org/sentences/eng/3312738.mp3	[sound:3312738.mp3]
24706	16	do	yapmak		What do you mean?	Ne demek istiyorsun?	https://audio.tatoeba.org/sentences/eng/24706.mp3	[sound:24706.mp3]
1013826	17	even	eşit	biz eşitiz = ödeştik	We're even.	Ödeştik.	https://audio.tatoeba.org/sentences/eng/1013826.mp3	[sound:1013826.mp3]
2270365	17	even	hatta, bile		Don't even try it.	Onu deneme bile.	https://audio.tatoeba.org/sentences/eng/2270365.mp3	[sound:2270365.mp3]
2271713	17	even	hatta, bile		I didn't even ask.	Ben sormadım bile.	https://audio.tatoeba.org/sentences/eng/2271713.mp3	[sound:2271713.mp3]
5420284	17	even	hatta, bile	Hatta kazanabiliriz = Biz kazanabiliriz bile.	We might even win.	Hatta kazanabiliriz.	https://audio.tatoeba.org/sentences/eng/5420284.mp3	[sound:5420284.mp3]
2548832	17	even	hatta, bile		I wasn't even here.	Burada değildim bile.	https://audio.tatoeba.org/sentences/eng/2548832.mp3	[sound:2548832.mp3]
2548695	17	even	hatta, bile		I'm not even tired.	Ben yorgun bile değilim.	https://audio.tatoeba.org/sentences/eng/2548695.mp3	[sound:2548695.mp3]
2466814	17	even	hatta, bile		It's not even true.	Bu gerçek bile değil.	https://audio.tatoeba.org/sentences/eng/2466814.mp3	[sound:2466814.mp3]
4501953	17	even	eşit		The score was even.	Skor eşitti.	https://audio.tatoeba.org/sentences/eng/4501953.mp3	[sound:4501953.mp3]
2270359	17	even	hatta, bile		Don't even go there.	Hatta oraya gitme.	https://audio.tatoeba.org/sentences/eng/2270359.mp3	[sound:2270359.mp3]
2270360	17	even	hatta, bile		Don't even think it.	Hatta onu düşünme.	https://audio.tatoeba.org/sentences/eng/2270360.mp3	[sound:2270360.mp3]
5579385	17	even	eşit	got even = biz eşit olduk	I got even with Tom.	Tom'la ödeştim.	https://audio.tatoeba.org/sentences/eng/5579385.mp3	[sound:5579385.mp3]
2652517	17	even	hatta, bile		Nobody even noticed.	Kimse fark etmedi bile.	https://audio.tatoeba.org/sentences/eng/2652517.mp3	[sound:2652517.mp3]
1877235	17	even	hatta, bile		Tom can't even read.	Tom okuyamıyor bile.	https://audio.tatoeba.org/sentences/eng/1877235.mp3	[sound:1877235.mp3]
1745721	17	even	hatta, bile		He wasn't even there.	O orada bile değildi.	https://audio.tatoeba.org/sentences/eng/1745721.mp3	[sound:1745721.mp3]
2275206	17	even	hatta, bile		Don't even talk to me.	Hatta benimle konuşma.	https://audio.tatoeba.org/sentences/eng/2275206.mp3	[sound:2275206.mp3]
2275842	17	even	hatta, bile		I didn't even see you.	Seni görmedim bile.	https://audio.tatoeba.org/sentences/eng/2275842.mp3	[sound:2275842.mp3]
6019	17	even	hatta, bile		I work even on Sunday.	Pazar günü bile çalışırım.	https://audio.tatoeba.org/sentences/eng/6019.mp3	[sound:6019.mp3]
3312649	17	even	hatta, bile		We haven't even tried.	Biz denemedik bile.	https://audio.tatoeba.org/sentences/eng/3312649.mp3	[sound:3312649.mp3]
1553503	18	find	bulmak		Go find Tom.	Git Tom'u bul.	https://audio.tatoeba.org/sentences/eng/1553503.mp3	[sound:1553503.mp3]
2235839	18	find	bulmak		Just find Tom.	Sadece Tom'u bul.	https://audio.tatoeba.org/sentences/eng/2235839.mp3	[sound:2235839.mp3]
425758	18	find	bulmak		I must find it.	Onu bulmak zorundayım.	https://audio.tatoeba.org/sentences/eng/425758.mp3	[sound:425758.mp3]
2007900	18	find	bulmak		Let's find Tom.	Hadi Tom'u bulalım.	https://audio.tatoeba.org/sentences/eng/2007900.mp3	[sound:2007900.mp3]
239285	18	find	bulmak		Can you find it?	Onu bulabilir misin?	https://audio.tatoeba.org/sentences/eng/239285.mp3	[sound:239285.mp3]
3326672	18	find	bulmak		Did Tom find it?	Tom onu buldu mu?	https://audio.tatoeba.org/sentences/eng/3326672.mp3	[sound:3326672.mp3]
1887129	18	find	bulmak		I can't find it.	Onu bulamıyorum.	https://audio.tatoeba.org/sentences/eng/1887129.mp3	[sound:1887129.mp3]
3818676	18	find	bulmak		I'll find a way.	Bir yol bulacağım.	https://audio.tatoeba.org/sentences/eng/3818676.mp3	[sound:3818676.mp3]
2243556	18	find	bulmak		They'll find me.	Onlar beni bulacaklar.	https://audio.tatoeba.org/sentences/eng/2243556.mp3	[sound:2243556.mp3]
3392961	18	find	bulmak		Help me find Tom.	Tom'u bulmama yardım et.	https://audio.tatoeba.org/sentences/eng/3392961.mp3	[sound:3392961.mp3]
5858834	18	find	bulmak		I must find work.	İş bulmalıyım.	https://audio.tatoeba.org/sentences/eng/5858834.mp3	[sound:5858834.mp3]
252187	18	find	bulmak	have to = must	I have to find it.	Ben onu bulmak zorundayım.	https://audio.tatoeba.org/sentences/eng/252187.mp3	[sound:252187.mp3]
6780530	18	find	bulmak		I hope we find it.	Umarım onu buluruz.	https://audio.tatoeba.org/sentences/eng/6780530.mp3	[sound:6780530.mp3]
6780532	18	find	bulmak	need = should = gerek	I need to find it.	Onu bulmam gerek.	https://audio.tatoeba.org/sentences/eng/6780532.mp3	[sound:6780532.mp3]
2011408	18	find	bulmak		I want to find Tom.	Tom'u bulmak istiyorum.	https://audio.tatoeba.org/sentences/eng/2011408.mp3	[sound:2011408.mp3]
26403	18	find	bulmak		I find swimming fun.	Ben yüzmeyi eğlenceli buluyorum.	https://audio.tatoeba.org/sentences/eng/26403.mp3	[sound:26403.mp3]
2548412	18	find	bulmak		I tried to find Tom.	Tom'u bulmaya çalıştım.	https://audio.tatoeba.org/sentences/eng/2548412.mp3	[sound:2548412.mp3]
2359718	18	find	bulmak	have got to = have to = must	I've got to find it.	Onu bulmalıyım.	https://audio.tatoeba.org/sentences/eng/2359718.mp3	[sound:2359718.mp3]
3439536	18	find	bulmak	would better = ...-sek iyi olur	We'd better find it.	Onu bulsak iyi olur.	https://audio.tatoeba.org/sentences/eng/3439536.mp3	[sound:3439536.mp3]
2375799	18	find	bulmak		I knew you'd find me.	Beni bulacağınızı biliyordum.	https://audio.tatoeba.org/sentences/eng/2375799.mp3	[sound:2375799.mp3]
3726814	18	find	bulmak		They'll find us jobs.	Onlar bize iş bulacaklar.	https://audio.tatoeba.org/sentences/eng/3726814.mp3	[sound:3726814.mp3]
1636147	18	find	bulmak		They're hard to find.	Onları bulmak zor.	https://audio.tatoeba.org/sentences/eng/1636147.mp3	[sound:1636147.mp3]
5109615	18	find	bulmak		Tom was easy to find.	Tom'u bulmak kolaydı.	https://audio.tatoeba.org/sentences/eng/5109615.mp3	[sound:5109615.mp3]
2376450	18	find	bulmak		I know where to find Tom.	Tom'u nerede bulacağımı biliyorum.	https://audio.tatoeba.org/sentences/eng/2376450.mp3	[sound:2376450.mp3]
2545566	18	find	bulmak		I was hoping to find you.	Seni bulmayı umuyordum.	https://audio.tatoeba.org/sentences/eng/2545566.mp3	[sound:2545566.mp3]
3374744	18	find	bulmak		It's up to us to find it.	Onu bulmak bize düşer.	https://audio.tatoeba.org/sentences/eng/3374744.mp3	[sound:3374744.mp3]
6824054	18	find	bulmak		Tell me where to find it.	Bana onun nerede bulunacağını söyle.	https://audio.tatoeba.org/sentences/eng/6824054.mp3	[sound:6824054.mp3]
6656255	18	find	bulmak	ask = sormak, istemek	Tom asked me to find you.	Tom seni bulmamı istedi.	https://audio.tatoeba.org/sentences/eng/6656255.mp3	[sound:6656255.mp3]
6267887	18	find	bulmak		I need to find a solution.	Bir çözüm bulmalıyım.	https://audio.tatoeba.org/sentences/eng/6267887.mp3	[sound:6267887.mp3]
66748	18	find	bulmak		You were lucky to find it.	Onu bulduğun için şanslıydın.	https://audio.tatoeba.org/sentences/eng/66748.mp3	[sound:66748.mp3]
1894549	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	Let's find out.	Keşfedelim.	https://audio.tatoeba.org/sentences/eng/1894549.mp3	[sound:1894549.mp3]
2215669	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	Tom will find out.	Tom keşfedecek.	https://audio.tatoeba.org/sentences/eng/2215669.mp3	[sound:2215669.mp3]
5178390	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	Let's find out why.	Nedenini keşfedelim.	https://audio.tatoeba.org/sentences/eng/5178390.mp3	[sound:5178390.mp3]
2250268	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	Tom won't find out.	Tom farkına varmayacak.	https://audio.tatoeba.org/sentences/eng/2250268.mp3	[sound:2250268.mp3]
1615173	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	We'll soon find out.	Yakında öğreneceğiz.	https://audio.tatoeba.org/sentences/eng/1615173.mp3	[sound:1615173.mp3]
3821691	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	Let's find a way out.	Bir çıkış yolu bulalım.	https://audio.tatoeba.org/sentences/eng/3821691.mp3	[sound:3821691.mp3]
3748293	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	No one will find out.	Kimse keşfetmeyecek.	https://audio.tatoeba.org/sentences/eng/3748293.mp3	[sound:3748293.mp3]
3342806	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	You'll soon find out.	Yakında öğreneceksin.	https://audio.tatoeba.org/sentences/eng/3342806.mp3	[sound:3342806.mp3]
3343220	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	Do you want to find out?	Öğrenmeyi istiyor musun?	https://audio.tatoeba.org/sentences/eng/3343220.mp3	[sound:3343220.mp3]
2375837	18	find out	keşfetmek, bulmak, öğrenmek, çözmek	find out	I know a way to find out.	Öğrenmek için bir yol biliyorum.	https://audio.tatoeba.org/sentences/eng/2375837.mp3	[sound:2375837.mp3]
2202863	19	first	ilk, birinci		I'm first.	Ben birinciyim.	https://audio.tatoeba.org/sentences/eng/2202863.mp3	[sound:2202863.mp3]
2244889	19	first	ilk, birinci		Am I first?	Ben birinci miyim?	https://audio.tatoeba.org/sentences/eng/2244889.mp3	[sound:2244889.mp3]
2123499	19	first	ilk, birinci		Who's first?	Birinci kim?	https://audio.tatoeba.org/sentences/eng/2123499.mp3	[sound:2123499.mp3]
17945	19	first	ilk, birinci		You go first.	Siz önce gidin.	https://audio.tatoeba.org/sentences/eng/17945.mp3	[sound:17945.mp3]
2768617	19	first	ilk, birinci		He came first.	O önce geldi.	https://audio.tatoeba.org/sentences/eng/2768617.mp3	[sound:2768617.mp3]
5853255	19	first	ilk, birinci		I spoke first.	İlk ben konuştum.	https://audio.tatoeba.org/sentences/eng/5853255.mp3	[sound:5853255.mp3]
1934909	19	first	ilk, birinci		I saw it first.	Onu ilk ben gördüm.	https://audio.tatoeba.org/sentences/eng/1934909.mp3	[sound:1934909.mp3]
5850924	19	first	ilk, birinci		I arrived first.	Ben önce vardım.	https://audio.tatoeba.org/sentences/eng/5850924.mp3	[sound:5850924.mp3]
1265404	19	first	ilk, birinci		Let's eat first.	Önce yemek yiyelim.	https://audio.tatoeba.org/sentences/eng/1265404.mp3	[sound:1265404.mp3]
2049744	19	first	ilk, birinci		Read this first.	Önce bunu okuyun.	https://audio.tatoeba.org/sentences/eng/2049744.mp3	[sound:2049744.mp3]
4498687	19	first	ilk, birinci		I finished first.	İlk ben bitirdim.	https://audio.tatoeba.org/sentences/eng/4498687.mp3	[sound:4498687.mp3]
